age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
33,,177831,Bachelors,12,Married-civ-spouse,Sales,Not-in-family,White,Male,7298,1977,65,United-States
16,Private,249332,Bachelors,7,Never-married,Other-service,Husband,White,Male,0,0,50,United-States
36,Private,209538,HS-grad,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,54,United-States
26,Private,150057,Some-college,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,2001,47,United-States
51,Self-emp-not-inc,157980,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,13,United-States
18,,325372,10th,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,61,United-States
57,Private,76845,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,50,United-States
53,Self-emp-not-inc,177083,HS-grad,15,Never-married,Adm-clerical,Other-relative,White,Male,0,0,35,Taiwan
29,Private,221447,Bachelors,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,26,United-States
47,Private,321763,Bachelors,14,Never-married,,Husband,White,Male,0,0,50,United-States
31,,33884,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,46,United-States
32,Private,66356,HS-grad,10,Separated,Adm-clerical,Not-in-family,White,Male,15024,0,48,United-States
26,Private,133352,Bachelors,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,42,United-States
37,State-gov,209432,Some-college,10,Married-civ-spouse,Engineer,Own-child,White,Male,0,0,41,United-States
53,Private,155066,Some-college,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,37,United-States
47,Private,113176,Some-college,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,42,United-States
46,Private,184655,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White,Female,15024,0,70,United-States
37,Private,34161,HS-grad,3,Married-civ-spouse,Sales,Wife,White,Male,0,0,44,United-States
56,Private,411037,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,59,United-States
37,Private,187450,Bachelors,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,43,United-States
46,Private,169003,Some-college,13,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,42,United-States
27,Private,286911,Prof-school,9,Never-married,Sales,Not-in-family,White,Male,0,0,68,United-States
35,State-gov,288825,10th,10,Never-married,Sales,Husband,White,Male,0,0,40,Germany
57,Federal-gov,120707,Bachelors,10,Never-married,Sales,Unmarried,White,Male,0,0,38,United-States
45,Private,350824,10th,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,53,United-States
38,Private,66434,10th,9,Married-civ-spouse,Engineer,Not-in-family,Asian-Pac-Islander,Male,0,0,52,United-States
50,,236157,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
38,Private,175431,9th,11,Married-civ-spouse,,Husband,White,Male,0,0,43,United-States
35,Private,180418,11th,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,50,United-States
35,Private,226267,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States
15,Private,185885,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,35,United-States
41,Private,37274,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States
6,Private,361494,Some-college,10,Married-civ-spouse,,Unmarried,Black,Male,0,0,37,United-States
42,Private,60639,Some-college,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States
62,Private,82041,HS-grad,13,Never-married,Priv-house-serv,Husband,White,Male,0,0,44,United-States
24,Private,23892,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States
33,Self-emp-not-inc,146908,Some-college,9,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,51,United-States
54,Federal-gov,171807,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,6497,0,38,United-States
36,Private,206280,Assoc-voc,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,41,Poland
25,Private,217902,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,18,United-States
38,Private,31053,5th-6th,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,33,United-States
35,Private,230315,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,54,United-States
52,Private,180383,11th,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,46,United-States
54,Private,329425,10th,12,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,37,United-States
47,Private,46466,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
45,Private,247676,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,55,United-States
40,Private,120067,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,United-States
37,,199448,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,48,United-States
39,Self-emp-not-inc,175507,Prof-school,6,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,57,United-States
65,Private,230936,Some-college,13,Never-married,Farming-fishing,Husband,White,Male,0,0,39,United-States
26,Private,26898,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States
13,Private,193459,Masters,13,Divorced,Engineer,Husband,Black,Male,0,0,18,United-States
26,Private,293579,10th,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States
56,Private,132222,HS-grad,10,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,43,United-States
25,Private,268804,7th-8th,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States
53,State-gov,144322,10th,9,Divorced,Adm-clerical,Husband,White,Male,0,0,36,United-States
52,Private,156163,Assoc-voc,13,Never-married,Protective-serv,Wife,White,Male,0,0,48,United-States
48,Self-emp-not-inc,202106,HS-grad,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,38,
27,Private,323790,Assoc-voc,13,Never-married,Craft-repair,Husband,White,Male,0,1887,55,United-States
48,Private,177773,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,0,42,United-States
32,State-gov,256992,12th,7,Divorced,Sales,Husband,White,Female,0,0,20,United-States
28,Private,65942,HS-grad,10,Divorced,Machine-op-inspct,Husband,White,Male,0,0,12,United-States
38,Self-emp-not-inc,188675,HS-grad,13,Never-married,Craft-repair,Husband,White,Male,0,0,54,United-States
68,Self-emp-not-inc,228881,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,42,
65,Private,123436,Assoc-voc,14,Never-married,Sales,Not-in-family,White,Female,0,0,55,Iran
47,Self-emp-not-inc,263608,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0,17,United-States
46,Private,196001,5th-6th,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,43,United-States
3,Federal-gov,426017,Some-college,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,42,Iran
28,Private,228873,7th-8th,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,46,United-States
63,Self-emp-inc,32897,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States
47,Private,360879,HS-grad,9,Never-married,Sales,Wife,Asian-Pac-Islander,Female,0,0,43,United-States
29,Private,128162,HS-grad,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States
55,,198996,Masters,14,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,56,United-States
32,Private,123218,Some-college,14,Widowed,Sales,Husband,White,Male,0,0,38,United-States
41,Private,29927,Doctorate,13,Never-married,Other-service,Unmarried,White,Male,27828,0,25,United-States
34,State-gov,320451,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,22,United-States
41,Private,60358,Some-college,10,Separated,Engineer,Own-child,White,Male,0,0,38,United-States
61,Local-gov,163921,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,7688,0,59,United-States
36,,303601,9th,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,47,United-States
29,Private,118710,Bachelors,12,Divorced,Exec-managerial,Husband,White,Female,0,0,45,United-States
31,Private,164737,Bachelors,16,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,46,United-States
41,Private,206707,Masters,13,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,9,United-States
17,Private,210825,7th-8th,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,42,Japan
39,Local-gov,217200,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,65,Poland
36,Private,325658,HS-grad,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States
35,Private,144752,HS-grad,14,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States
21,,315287,HS-grad,5,Married-civ-spouse,,Husband,Black,Male,0,0,57,United-States
63,Private,204277,Some-college,9,Never-married,Other-service,Not-in-family,White,Female,0,0,54,United-States
56,Private,315859,Assoc-voc,13,Married-civ-spouse,,Not-in-family,Black,Male,0,0,53,United-States
26,Private,85041,10th,13,Divorced,Farming-fishing,Not-in-family,White,Male,4386,0,69,United-States
33,Self-emp-not-inc,442359,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,3137,0,22,United-States
54,Federal-gov,45156,Doctorate,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
11,Private,247444,Masters,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,27,United-States
23,Private,370032,Bachelors,9,Never-married,Exec-managerial,Wife,White,Male,0,0,21,United-States
50,Private,162678,11th,7,Never-married,Engineer,Not-in-family,White,Male,0,0,45,United-States
33,,108140,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States
37,Private,165107,11th,9,Divorced,Engineer,Husband,White,Male,0,0,53,United-States
41,Self-emp-not-inc,139012,Masters,15,Never-married,Adm-clerical,Own-child,White,Female,0,0,18,United-States
26,Federal-gov,370119,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States
36,,185744,Masters,14,Married-civ-spouse,Engineer,Husband,White,Male,0,0,44,United-States
26,Private,142756,Assoc-voc,9,Never-married,Exec-managerial,Husband,White,Male,0,0,48,United-States
54,Private,99479,HS-grad,10,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,46,United-States
2,Local-gov,303781,12th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,118710,Assoc-voc,9,Never-married,Tech-support,Husband,White,Male,0,1628,32,United-States
26,Private,268525,Some-college,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,58,Jamaica
55,Private,205152,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1977,32,South
36,,187167,HS-grad,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
28,Private,164682,11th,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,43,United-States
41,Private,223464,11th,13,Never-married,Exec-managerial,Husband,White,Male,0,0,53,United-States
44,Private,293176,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,43,India
16,Private,188972,Prof-school,9,Married-civ-spouse,Craft-repair,Husband,White,Female,3137,0,27,United-States
47,Private,186416,HS-grad,10,Never-married,Sales,Husband,White,Male,0,0,47,United-States
32,Private,27436,Some-college,15,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,33,United-States
32,Self-emp-not-inc,141742,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States
59,Self-emp-not-inc,157289,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,49,United-States
41,Private,37933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,63,United-States
30,Private,104196,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States
31,Private,119562,Some-college,9,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,23,United-States
31,Private,165069,Some-college,10,Divorced,Sales,Wife,Black,Male,0,2415,57,United-States
68,Federal-gov,143574,Bachelors,9,Never-married,Exec-managerial,Husband,Black,Male,0,0,39,United-States
45,Self-emp-not-inc,44489,9th,13,Never-married,Transport-moving,Husband,White,Female,0,0,57,United-States
19,Private,182342,Bachelors,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,17,United-States
22,Private,244945,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,38,United-States
40,Private,267661,Bachelors,14,Divorced,Sales,Own-child,White,Female,0,0,27,United-States
45,Private,150499,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
25,Private,220517,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,39,United-States
37,Private,270973,Bachelors,13,Married-civ-spouse,,Own-child,White,Male,0,0,63,United-States
45,Private,98005,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
13,Private,199539,HS-grad,12,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,5178,0,48,United-States
63,Private,46449,11th,9,Divorced,Exec-managerial,Husband,White,Female,0,0,26,United-States
33,Private,274528,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,32,United-States
33,Private,135606,Some-college,14,Divorced,Craft-repair,Husband,White,Female,0,0,25,United-States
26,Self-emp-not-inc,366204,Some-college,9,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,49,United-States
22,Private,344278,Assoc-voc,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,64,Puerto-Rico
16,Self-emp-not-inc,177695,Some-college,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,48,United-States
29,Private,157391,Bachelors,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,41,United-States
54,Private,116445,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,54,United-States
10,,334366,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,48,United-States
69,Private,402363,Bachelors,7,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,35,United-States
2,Private,206951,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
33,Federal-gov,206298,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,7,United-States
25,Private,32214,Masters,10,Never-married,Prof-specialty,Husband,White,Female,0,0,35,United-States
39,Private,125279,Some-college,5,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,55,United-States
51,State-gov,166213,Bachelors,16,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,64,United-States
2,Private,174413,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,4865,0,22,Mexico
42,Private,102479,5th-6th,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,4650,0,38,United-States
47,Federal-gov,122314,Bachelors,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,52,United-States
37,Local-gov,189777,Some-college,10,Never-married,,Husband,White,Male,0,0,33,United-States
34,Private,170287,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States
30,Private,262749,9th,9,Married-civ-spouse,Craft-repair,Other-relative,Black,Female,0,0,23,United-States
37,Federal-gov,190941,Masters,9,Never-married,Protective-serv,Not-in-family,White,Female,0,0,62,United-States
35,Private,88278,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
44,Private,171088,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,41,United-States
43,Self-emp-not-inc,252646,Assoc-acdm,9,Never-married,Adm-clerical,Husband,Black,Male,0,0,13,United-States
17,Private,178319,Bachelors,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States
52,State-gov,221955,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,44,United-States
33,Private,167868,Some-college,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,44,United-States
28,Self-emp-inc,190143,HS-grad,5,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,43,Mexico
34,Private,116991,HS-grad,7,Never-married,Engineer,Husband,White,Male,0,0,41,United-States
22,Private,344492,11th,10,Divorced,,Not-in-family,White,Male,0,0,52,Peru
19,Private,165316,Doctorate,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,41,
58,Private,115258,Masters,15,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,6,United-States
33,Private,119225,Some-college,10,Divorced,Sales,Husband,White,Male,0,0,20,United-States
43,Private,119567,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,55,United-States
29,,215115,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,34,United-States
7,Private,449432,HS-grad,7,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,22,United-States
28,Private,56536,Bachelors,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,53,United-States
20,Private,148291,HS-grad,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,63,United-States
30,Private,106705,Some-college,13,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
54,Private,187861,Assoc-acdm,11,Never-married,Sales,Husband,White,Male,0,0,34,United-States
44,Federal-gov,34307,HS-grad,13,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States
24,Private,146477,Bachelors,9,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,24,United-States
30,Private,62932,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,50,United-States
30,Private,173944,Some-college,7,Never-married,,Not-in-family,White,Male,0,0,44,United-States
24,State-gov,170174,HS-grad,11,Married-civ-spouse,Engineer,Not-in-family,White,Male,0,0,55,United-States
54,Private,186790,HS-grad,13,Never-married,Other-service,Husband,White,Female,0,0,32,United-States
54,Private,158796,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,0,0,43,United-States
63,Private,316271,9th,10,Divorced,Prof-specialty,Not-in-family,White,Female,7430,0,65,United-States
44,Self-emp-not-inc,134367,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,70,United-States
49,Private,96185,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Female,7298,0,42,United-States
34,Local-gov,237498,11th,5,Married-civ-spouse,Engineer,Husband,White,Male,0,0,17,Yugoslavia
28,Private,160120,Preschool,13,Never-married,Engineer,Not-in-family,White,Male,0,0,43,England
8,Private,179673,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States
41,Private,609789,Some-college,9,Married-spouse-absent,Other-service,Own-child,White,Female,10605,0,61,United-States
60,Private,182668,Assoc-voc,9,Separated,,Not-in-family,White,Female,0,0,57,United-States
29,Private,218724,12th,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States
29,Private,194809,HS-grad,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,51,United-States
66,Private,117779,HS-grad,11,Never-married,Farming-fishing,Husband,White,Male,0,0,35,United-States
65,State-gov,209949,Masters,12,Never-married,Other-service,Not-in-family,White,Male,0,0,53,United-States
29,Private,27459,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,49,United-States
55,Private,57758,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,0,0,26,United-States
23,Local-gov,328570,Assoc-voc,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1504,35,United-States
40,,265781,HS-grad,10,Divorced,Sales,Husband,White,Male,0,0,29,United-States
30,Self-emp-not-inc,186183,Bachelors,7,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,41,United-States
34,,199480,Some-college,9,Never-married,Craft-repair,Husband,White,Female,8614,0,40,United-States
43,Federal-gov,134680,Bachelors,11,Never-married,Prof-specialty,Wife,White,Male,0,0,55,United-States
37,Local-gov,145111,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,0,2179,36,Germany
32,,322013,Bachelors,7,Never-married,Engineer,Husband,Asian-Pac-Islander,Male,0,0,32,United-States
48,Self-emp-not-inc,94413,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,7688,0,45,United-States
23,Private,212856,12th,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,37,United-States
39,Private,229967,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,42,United-States
37,Private,102346,HS-grad,6,Divorced,Sales,Husband,Black,Male,0,0,49,United-States
23,Self-emp-not-inc,33124,Some-college,9,Never-married,Handlers-cleaners,Husband,White,Male,0,0,41,United-States
32,Private,123429,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,32,United-States
44,Private,410034,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,44,United-States
22,State-gov,546118,7th-8th,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,60,United-States
30,Private,251694,Some-college,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,25,China
32,State-gov,313852,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,1902,67,Puerto-Rico
60,Private,279980,Some-college,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,31,United-States
26,Private,132576,HS-grad,13,Never-married,Adm-clerical,Husband,White,Male,0,0,26,United-States
48,Private,188436,HS-grad,13,Married-civ-spouse,,Not-in-family,White,Male,0,0,73,United-States
45,State-gov,26880,Some-college,13,Married-civ-spouse,Sales,Not-in-family,White,Male,7688,0,37,United-States
69,Federal-gov,167284,HS-grad,16,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,3887,0,40,United-States
31,Self-emp-inc,352139,Some-college,9,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,58,United-States
43,Private,259585,9th,9,Married-civ-spouse,,Husband,White,Female,0,0,26,United-States
63,Private,124692,Some-college,14,Never-married,Handlers-cleaners,Husband,White,Male,0,0,52,United-States
47,Private,29231,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,47,United-States
49,Private,132320,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,Black,Female,0,0,41,United-States
29,Private,227529,HS-grad,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,51,United-States
47,Private,48882,Some-college,9,Married-spouse-absent,Engineer,Husband,White,Male,0,0,46,United-States
57,,149342,Some-college,10,Separated,Tech-support,Husband,White,Male,4931,0,15,United-States
8,Private,225603,Some-college,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,43,Columbia
61,Private,191118,HS-grad,15,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
19,Private,1161363,Some-college,9,Widowed,Exec-managerial,Husband,White,Male,0,0,40,United-States
43,Self-emp-not-inc,213152,Some-college,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,64,Philippines
65,Private,283237,HS-grad,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,50,China
39,Private,20956,Assoc-voc,10,Never-married,Protective-serv,Husband,White,Female,0,0,54,United-States
37,Private,118901,HS-grad,10,Married-civ-spouse,Engineer,Not-in-family,White,Male,0,0,72,United-States
38,Private,181031,HS-grad,13,Never-married,Tech-support,Husband,White,Male,0,0,41,United-States
46,Local-gov,290856,Some-college,6,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,53,
17,,348771,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,36,United-States
41,Federal-gov,112383,9th,10,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States
51,Self-emp-inc,247115,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
47,Local-gov,34377,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,65,United-States
56,Federal-gov,147206,HS-grad,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,23,United-States
50,Private,290882,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States
50,Private,211497,Bachelors,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,32,United-States
15,Private,64112,Some-college,9,Married-civ-spouse,Engineer,Unmarried,Black,Female,0,0,20,United-States
62,Private,143078,Assoc-voc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
51,Private,31023,Some-college,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,36,United-States
29,Private,57329,5th-6th,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,18,Philippines
47,State-gov,255702,Assoc-voc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,37,United-States
48,Private,226665,Some-college,9,Married-civ-spouse,Other-service,Own-child,Black,Female,0,0,37,Germany
38,Private,156383,Bachelors,9,Married-civ-spouse,Engineer,Not-in-family,White,Female,0,0,23,Vietnam
57,Private,372665,Masters,10,Never-married,Engineer,Husband,White,Female,0,0,45,United-States
65,Private,185399,HS-grad,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,35,United-States
57,Private,172186,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,8,United-States
38,,152452,Masters,13,Divorced,Engineer,Other-relative,White,Male,0,0,47,United-States
45,Private,117585,10th,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Female,0,0,52,Cuba
34,Private,50953,11th,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,62,United-States
39,Private,109539,HS-grad,13,Married-civ-spouse,Engineer,Not-in-family,White,Male,0,0,37,United-States
63,Private,90646,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,37,El-Salvador
63,Private,225859,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,0,0,40,United-States
52,Private,170871,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,1977,57,United-States
40,,430828,HS-grad,4,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,48,United-States
30,,139012,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,65,United-States
51,Private,133758,HS-grad,10,Divorced,Exec-managerial,Wife,White,Female,0,1672,23,United-States
41,Private,382859,Some-college,9,Never-married,Craft-repair,Husband,Black,Female,0,0,49,United-States
38,Self-emp-not-inc,31577,Some-college,7,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0,0,63,United-States
50,Private,39207,9th,9,Never-married,Craft-repair,Husband,White,Female,0,0,37,United-States
25,Private,194197,HS-grad,2,Never-married,,Husband,White,Male,7688,0,50,United-States
24,Private,209317,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,Hong
35,Private,172281,HS-grad,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,45,United-States
46,Private,36177,Bachelors,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States
44,Private,175515,Bachelors,13,Married-civ-spouse,Engineer,Not-in-family,White,Female,0,0,53,United-States
34,,135716,Some-college,12,Never-married,Adm-clerical,Husband,White,Male,7688,0,43,United-States
32,Private,184756,Masters,13,Never-married,Exec-managerial,Husband,White,Male,0,1887,17,United-States
50,Private,323054,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,34,United-States
32,Self-emp-inc,31141,HS-grad,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,29,United-States
